time	V(ausgang)*I(I1)	V(n004)*I(V2)
2.004374538420028e-002	9.194540e+000	7.500544e-002
2.044374538420024e-002	8.794539e+000	6.415489e-001
2.084374538420020e-002	8.394540e+000	9.657584e-001
2.124374538420015e-002	7.994540e+000	1.022963e+000
2.150302584648778e-002	7.735260e+000	9.128761e-001
2.158343333155022e-002	7.654852e+000	8.546454e-001
2.162160433642379e-002	7.616681e+000	8.228743e-001
2.163934673617329e-002	7.598939e+000	8.072346e-001
2.165181500329405e-002	7.586471e+000	7.959153e-001
2.166091280626536e-002	7.577373e+000	7.874865e-001
2.167101051467135e-002	7.567275e+000	7.779654e-001
2.167899089920433e-002	7.559295e+000	7.703169e-001
2.168801112711849e-002	7.550274e+000	7.615386e-001
2.169648763077958e-002	7.541798e+000	7.531596e-001
2.170412159507873e-002	7.534164e+000	7.455013e-001
2.171199948418834e-002	7.526287e+000	7.374812e-001
2.171936621068304e-002	7.518920e+000	7.298642e-001
2.172688088296082e-002	7.511406e+000	7.219599e-001
2.173421057322511e-002	7.504078e+000	7.140920e-001
2.174159852109436e-002	7.496692e+000	7.059545e-001
2.174893928412580e-002	7.489355e+000	6.975809e-001
2.175631230780550e-002	7.481987e+000	6.887403e-001
2.176369586335558e-002	7.474614e+000	6.792154e-001
2.177112563285899e-002	7.467202e+000	6.685436e-001
2.177861967354988e-002	7.459738e+000	6.559858e-001
2.178622581910839e-002	7.452184e+000	6.402458e-001
2.179401563984296e-002	7.444484e+000	6.191021e-001
2.180211172886470e-002	7.436544e+000	5.886795e-001
2.181072010652863e-002	7.428209e+000	5.420780e-001
2.182019138623836e-002	7.419229e+000	4.665111e-001
2.183115716645523e-002	7.409184e+000	3.366789e-001
2.184470282159023e-002	7.397459e+000	1.016950e-001
2.186223879086724e-002	7.383764e+000	-3.366670e-001
2.189152880134859e-002	7.364311e+000	-1.316821e+000
2.192131454734747e-002	7.348957e+000	-2.536967e+000
2.195636814373481e-002	7.337199e+000	-4.164024e+000
2.199950504788262e-002	7.332077e+000	-6.288844e+000
2.206368700729577e-002	7.340997e+000	-9.524192e+000
2.213726956743234e-002	7.376017e+000	-1.317045e+001
2.226744450328189e-002	7.493327e+000	-1.926346e+001
2.245271111580194e-002	7.758222e+000	-2.685046e+001
2.282324434084215e-002	8.472330e+000	-3.927043e+001
2.311202723780892e-002	9.126805e+000	-4.624248e+001
2.342908551629430e-002	9.891349e+000	-5.042513e+001
2.382908551629426e-002	1.081912e+001	-5.192274e+001
2.422908551629421e-002	1.164203e+001	-4.996061e+001
2.462908551629417e-002	1.231678e+001	-4.518979e+001
2.494736023085109e-002	1.271644e+001	-3.985697e+001
2.528043326573570e-002	1.297528e+001	-3.324816e+001
2.568043326573566e-002	1.308495e+001	-2.466144e+001
2.608043326573561e-002	1.300377e+001	-1.613019e+001
2.631847572996027e-002	1.286497e+001	-1.148934e+001
2.640684079369449e-002	1.279202e+001	-1.002988e+001
2.646638495329357e-002	1.273637e+001	-9.251236e+000
2.651682760189777e-002	1.268727e+001	-8.772308e+000
2.657518478018728e-002	1.262949e+001	-8.402638e+000
2.660357381977530e-002	1.260120e+001	-8.286903e+000
2.662234719701651e-002	1.258245e+001	-8.237050e+000
2.664728449323939e-002	1.255752e+001	-8.186543e+000
2.666348013742681e-002	1.254132e+001	-8.159831e+000
2.668305371902580e-002	1.252175e+001	-8.132487e+000
2.669472668918549e-002	1.251008e+001	-8.117850e+000
2.671040016497484e-002	1.249440e+001	-8.099685e+000
2.671987795443787e-002	1.248493e+001	-8.089174e+000
2.672824105037630e-002	1.247656e+001	-8.080199e+000
2.673374177294785e-002	1.247106e+001	-8.074381e+000
2.673764774570997e-002	1.246716e+001	-8.070306e+000
2.674033809537435e-002	1.246447e+001	-8.067502e+000
2.674220669283600e-002	1.246260e+001	-8.065573e+000
2.674361394184699e-002	1.246119e+001	-8.064118e+000
2.674473025965418e-002	1.246007e+001	-8.062965e+000
2.674680738167379e-002	1.245800e+001	-8.060828e+000
2.674792617752986e-002	1.245688e+001	-8.059680e+000
2.674925650638083e-002	1.245555e+001	-8.058314e+000
2.675066113228120e-002	1.245414e+001	-8.056874e+000
2.675231184411875e-002	1.245249e+001	-8.055184e+000
2.675415070731679e-002	1.245065e+001	-8.053303e+000
2.675594703379070e-002	1.244886e+001	-8.051467e+000
2.675967277210467e-002	1.244513e+001	-8.047665e+000
2.676480105930046e-002	1.244000e+001	-8.042437e+000
2.676628276007220e-002	1.243852e+001	-8.040927e+000
2.676861265756270e-002	1.243619e+001	-8.038554e+000
2.676951649761505e-002	1.243529e+001	-8.037633e+000
2.677029550555166e-002	1.243451e+001	-8.036840e+000
2.677096793962230e-002	1.243384e+001	-8.036155e+000
2.677158337151919e-002	1.243322e+001	-8.035528e+000
2.677220633034561e-002	1.243260e+001	-8.034893e+000
2.677345672536591e-002	1.243135e+001	-8.033619e+000
2.677420468129221e-002	1.243060e+001	-8.032856e+000
2.677518972404436e-002	1.242961e+001	-8.031852e+000
2.677676160289610e-002	1.242804e+001	-8.030250e+000
2.677948312087475e-002	1.242532e+001	-8.027473e+000
2.678350520131245e-002	1.242130e+001	-8.023365e+000
2.678925117096576e-002	1.241555e+001	-8.017480e+000
2.679708368980382e-002	1.240772e+001	-8.009420e+000
2.680977443765031e-002	1.239503e+001	-7.996243e+000
2.682265954360918e-002	1.238214e+001	-7.982687e+000
2.683658965351987e-002	1.236821e+001	-7.967804e+000
2.685073368000701e-002	1.235407e+001	-7.952419e+000
2.686634259839338e-002	1.233846e+001	-7.935112e+000
2.687631863702011e-002	1.232848e+001	-7.923853e+000
2.688918874268864e-002	1.231561e+001	-7.909096e+000
2.689695772925316e-002	1.230784e+001	-7.900063e+000
2.690355182573356e-002	1.230125e+001	-7.892316e+000
2.690793666627389e-002	1.229686e+001	-7.887126e+000
2.691112685774244e-002	1.229367e+001	-7.883328e+000
2.691349340622840e-002	1.229131e+001	-7.880500e+000
2.691951033282036e-002	1.228529e+001	-7.873267e+000
2.692192429674156e-002	1.228288e+001	-7.870348e+000
2.692356658831530e-002	1.228123e+001	-7.868356e+000
2.692459586828810e-002	1.228021e+001	-7.867106e+000
2.692513388102957e-002	1.227967e+001	-7.866452e+000
2.692537496807579e-002	1.227943e+001	-7.866160e+000
2.692546787392436e-002	1.227933e+001	-7.866046e+000
2.692550538363692e-002	1.227930e+001	-7.865999e+000
2.692555559296317e-002	1.227925e+001	-7.865937e+000
2.692557804808327e-002	1.227922e+001	-7.865911e+000
2.692560598774685e-002	1.227920e+001	-7.865879e+000
2.692563558231897e-002	1.227917e+001	-7.865843e+000
2.692565725032192e-002	1.227914e+001	-7.865817e+000
2.692568114704130e-002	1.227912e+001	-7.865787e+000
2.692570829006080e-002	1.227909e+001	-7.865753e+000
2.692574034225703e-002	1.227906e+001	-7.865713e+000
2.692576745770325e-002	1.227903e+001	-7.865680e+000
2.692580021552771e-002	1.227900e+001	-7.865642e+000
2.692583265864801e-002	1.227897e+001	-7.865602e+000
2.692585734421249e-002	1.227894e+001	-7.865572e+000
2.692588554499864e-002	1.227892e+001	-7.865538e+000
2.692591780231646e-002	1.227888e+001	-7.865497e+000
2.692594927393965e-002	1.227885e+001	-7.865459e+000
2.692598042523864e-002	1.227882e+001	-7.865422e+000
2.692601737538780e-002	1.227878e+001	-7.865377e+000
2.692606560728739e-002	1.227874e+001	-7.865319e+000
2.692610439310139e-002	1.227870e+001	-7.865270e+000
2.692614561779172e-002	1.227866e+001	-7.865220e+000
2.692618130555124e-002	1.227862e+001	-7.865177e+000
2.692622465019612e-002	1.227858e+001	-7.865124e+000
2.692626943528975e-002	1.227853e+001	-7.865070e+000
2.692630677159802e-002	1.227849e+001	-7.865024e+000
2.692640571881055e-002	1.227840e+001	-7.864904e+000
2.692646286452172e-002	1.227834e+001	-7.864834e+000
2.692651905732268e-002	1.227828e+001	-7.864766e+000
2.692657597069093e-002	1.227822e+001	-7.864696e+000
2.692663602994161e-002	1.227817e+001	-7.864623e+000
2.692669758321076e-002	1.227810e+001	-7.864548e+000
2.692676341889089e-002	1.227804e+001	-7.864468e+000
2.692690771870909e-002	1.227789e+001	-7.864292e+000
2.692700194299269e-002	1.227780e+001	-7.864177e+000
2.692709846113828e-002	1.227770e+001	-7.864059e+000
2.692718723213283e-002	1.227761e+001	-7.863951e+000
2.692738876867185e-002	1.227741e+001	-7.863705e+000
2.692750128298871e-002	1.227730e+001	-7.863568e+000
2.692774802348286e-002	1.227705e+001	-7.863266e+000
2.692788562023463e-002	1.227692e+001	-7.863098e+000
2.692808726248552e-002	1.227671e+001	-7.862852e+000
2.693121307007953e-002	1.227359e+001	-7.859026e+000
2.693433887767352e-002	1.227046e+001	-7.855183e+000
2.693746468526753e-002	1.226734e+001	-7.851324e+000
2.694059049286152e-002	1.226421e+001	-7.847448e+000
2.694371630045553e-002	1.226108e+001	-7.843555e+000
2.694684210804952e-002	1.225796e+001	-7.839646e+000
2.694996791564353e-002	1.225483e+001	-7.835721e+000
2.695477138113323e-002	1.225003e+001	-7.829655e+000
2.696117392719566e-002	1.224363e+001	-7.821508e+000
2.697124029669296e-002	1.223356e+001	-7.808562e+000
2.698140987684372e-002	1.222339e+001	-7.795317e+000
2.699127104247800e-002	1.221353e+001	-7.782304e+000
2.700377740844773e-002	1.220102e+001	-7.765575e+000
2.701156919529091e-002	1.219323e+001	-7.755020e+000
2.702297403777376e-002	1.218183e+001	-7.739389e+000
2.702842826774032e-002	1.217637e+001	-7.731838e+000
2.703686972534425e-002	1.216793e+001	-7.720051e+000
2.704142178845426e-002	1.216338e+001	-7.713648e+000
2.704599236181271e-002	1.215881e+001	-7.707182e+000
2.705035100656816e-002	1.215445e+001	-7.700984e+000
2.705568107065615e-002	1.214912e+001	-7.693363e+000
2.705697379287175e-002	1.214783e+001	-7.691507e+000
2.705762141016488e-002	1.214718e+001	-7.690576e+000
2.705791014879377e-002	1.214689e+001	-7.690161e+000
2.705801487672543e-002	1.214679e+001	-7.690010e+000
2.705805201472866e-002	1.214675e+001	-7.689958e+000
2.705809738629650e-002	1.214670e+001	-7.689892e+000
2.705811485931542e-002	1.214669e+001	-7.689867e+000
2.705814165335496e-002	1.214666e+001	-7.689828e+000
2.705818917170255e-002	1.214661e+001	-7.689760e+000
2.705820991112273e-002	1.214659e+001	-7.689730e+000
2.705823247773231e-002	1.214657e+001	-7.689698e+000
2.705828016059453e-002	1.214652e+001	-7.689629e+000
2.705830769470174e-002	1.214649e+001	-7.689589e+000
2.705833255881451e-002	1.214647e+001	-7.689553e+000
2.705837722345150e-002	1.214642e+001	-7.689489e+000
2.705840226772860e-002	1.214640e+001	-7.689454e+000
2.705842866588337e-002	1.214637e+001	-7.689415e+000
2.705847693798569e-002	1.214632e+001	-7.689346e+000
2.705850728527171e-002	1.214629e+001	-7.689302e+000
2.705858879516010e-002	1.214621e+001	-7.689185e+000
2.705861934189513e-002	1.214618e+001	-7.689141e+000
2.705868006542511e-002	1.214612e+001	-7.689054e+000
2.705871510213820e-002	1.214609e+001	-7.689003e+000
2.705879260266175e-002	1.214601e+001	-7.688892e+000
2.705886724861073e-002	1.214593e+001	-7.688784e+000
2.705890564295643e-002	1.214590e+001	-7.688729e+000
2.705897903892918e-002	1.214582e+001	-7.688623e+000
2.705911695908791e-002	1.214568e+001	-7.688424e+000
2.705920529742989e-002	1.214560e+001	-7.688297e+000
2.705930685690250e-002	1.214549e+001	-7.688151e+000
2.705943186114934e-002	1.214537e+001	-7.687971e+000
2.705963065953199e-002	1.214517e+001	-7.687685e+000
2.706443457602878e-002	1.214037e+001	-7.680743e+000
2.706923849252556e-002	1.213556e+001	-7.673762e+000
2.707404240902235e-002	1.213076e+001	-7.666740e+000
2.707884632551914e-002	1.212595e+001	-7.659680e+000
2.708365024201593e-002	1.212115e+001	-7.652579e+000
2.708845415851272e-002	1.211635e+001	-7.645439e+000
2.709325807500951e-002	1.211154e+001	-7.638260e+000
2.711325216524430e-002	1.209155e+001	-7.607985e+000
2.713315014561923e-002	1.207165e+001	-7.577213e+000
2.716316530504059e-002	1.204164e+001	-7.529585e+000
2.719446557686156e-002	1.201034e+001	-7.478351e+000
2.724371371995815e-002	1.196109e+001	-7.394605e+000
2.729762466351604e-002	1.190718e+001	-7.298331e+000
2.740526197422577e-002	1.179954e+001	-7.092867e+000
2.753555728371548e-002	1.166924e+001	-6.820639e+000
2.779614790269480e-002	1.140865e+001	-6.206915e+000
2.819614790269476e-002	1.100865e+001	-5.136322e+000
2.859614790269471e-002	1.060865e+001	-3.962966e+000
2.899614790269467e-002	1.020865e+001	-2.749249e+000
2.939614790269463e-002	9.808654e+000	-1.567833e+000
2.979614790269458e-002	9.408653e+000	-4.892090e-001
3.019614790269454e-002	9.008654e+000	4.226794e-001
3.059614790269449e-002	8.608653e+000	1.114390e+000
3.099614790269445e-002	8.208653e+000	1.546282e+000
3.139614790269441e-002	7.808653e+000	1.698913e+000
3.150348185982665e-002	7.701320e+000	1.690713e+000
3.155670762020935e-002	7.648094e+000	1.678316e+000
3.158598049304573e-002	7.618821e+000	1.669254e+000
3.162054663089975e-002	7.584255e+000	1.656561e+000
3.163378760839264e-002	7.571014e+000	1.651133e+000
3.164766754376802e-002	7.557134e+000	1.645097e+000
3.165558483706965e-002	7.549217e+000	1.641499e+000
3.166582452285305e-002	7.538977e+000	1.636677e+000
3.167286177523898e-002	7.531940e+000	1.633252e+000
3.168084378608205e-002	7.523958e+000	1.629257e+000
3.168775105788213e-002	7.517051e+000	1.625704e+000
3.169514432206555e-002	7.509657e+000	1.621797e+000
3.170221519058936e-002	7.502587e+000	1.617954e+000
3.170950777355275e-002	7.495295e+000	1.613871e+000
3.171699050295596e-002	7.487813e+000	1.609535e+000
3.172420230996487e-002	7.480603e+000	1.605183e+000
3.173162940630403e-002	7.473178e+000	1.600463e+000
3.173891410361207e-002	7.465898e+000	1.595502e+000
3.174630261563405e-002	7.458517e+000	1.589963e+000
3.175366983610339e-002	7.451162e+000	1.583643e+000
3.176111238605617e-002	7.443741e+000	1.575957e+000
3.176862177611894e-002	7.436268e+000	1.566052e+000
3.177627082226953e-002	7.428683e+000	1.552365e+000
3.178413819944770e-002	7.420925e+000	1.532250e+000
3.179237505647115e-002	7.412879e+000	1.501032e+000
3.180122964765719e-002	7.404361e+000	1.450291e+000
3.181113119579948e-002	7.395072e+000	1.364066e+000
3.182288128289201e-002	7.384501e+000	1.209550e+000
3.183792747376013e-002	7.371950e+000	9.122565e-001
3.186197320418827e-002	7.354053e+000	2.500558e-001
3.188410838256484e-002	7.339942e+000	-5.233356e-001
3.190403511845585e-002	7.329781e+000	-1.341831e+000
3.193339380499927e-002	7.319033e+000	-2.672297e+000
3.197092707306648e-002	7.312018e+000	-4.478183e+000
3.202418339221624e-002	7.315182e+000	-7.114859e+000
3.210680138943489e-002	7.347649e+000	-1.117892e+001
3.223292687604762e-002	7.446449e+000	-1.719050e+001
3.236246220491101e-002	7.603149e+000	-2.292162e+001
3.253174229315525e-002	7.883904e+000	-2.940162e+001
3.280968757211367e-002	8.452858e+000	-3.804008e+001
3.312665211523180e-002	9.187032e+000	-4.501251e+001
3.352665211523176e-002	1.014901e+001	-4.962153e+001
3.392665211523172e-002	1.106000e+001	-5.023733e+001
3.432665211523167e-002	1.185014e+001	-4.741053e+001
3.472665211523163e-002	1.247098e+001	-4.196413e+001
3.512665211523158e-002	1.289522e+001	-3.468956e+001
3.550620899043933e-002	1.309496e+001	-2.678415e+001
3.590620899043928e-002	1.308614e+001	-1.820719e+001
3.630620899043924e-002	1.290218e+001	-1.018402e+001
3.640563264820718e-002	1.282609e+001	-8.515457e+000
3.646743805639618e-002	1.276847e+001	-7.721203e+000
3.652028959932518e-002	1.271700e+001	-7.237725e+000
3.657443643477076e-002	1.266336e+001	-6.913500e+000
3.660286809550661e-002	1.263502e+001	-6.806934e+000
3.662232780652097e-002	1.261558e+001	-6.760802e+000
3.664999504018873e-002	1.258792e+001	-6.713068e+000
3.666590247813384e-002	1.257202e+001	-6.691618e+000
3.668466480701582e-002	1.255326e+001	-6.670977e+000
3.669456094840196e-002	1.254336e+001	-6.661300e+000
3.670434825781521e-002	1.253357e+001	-6.652526e+000
3.671059524085218e-002	1.252733e+001	-6.647163e+000
3.671520633829162e-002	1.252271e+001	-6.643350e+000
3.671840353318068e-002	1.251952e+001	-6.640735e+000
3.672067858944428e-002	1.251724e+001	-6.638917e+000
3.672241978517654e-002	1.251550e+001	-6.637530e+000
3.672385173843651e-002	1.251407e+001	-6.636391e+000
3.672533468337125e-002	1.251259e+001	-6.635231e+000
3.672670742654216e-002	1.251121e+001	-6.634151e+000
3.672821697913731e-002	1.250970e+001	-6.632977e+000
3.672965030867237e-002	1.250827e+001	-6.631863e+000
3.673116459810977e-002	1.250676e+001	-6.630694e+000
3.673270903973980e-002	1.250521e+001	-6.629505e+000
3.673433293552941e-002	1.250359e+001	-6.628260e+000
3.673606353328796e-002	1.250186e+001	-6.626940e+000
3.673794342101533e-002	1.249998e+001	-6.625512e+000
3.673986583778321e-002	1.249805e+001	-6.624057e+000
3.674185133329855e-002	1.249607e+001	-6.622561e+000
3.674383692128025e-002	1.249408e+001	-6.621069e+000
3.674971542932870e-002	1.248820e+001	-6.616682e+000
3.675509594043025e-002	1.248282e+001	-6.612696e+000
3.675970918449667e-002	1.247821e+001	-6.609294e+000
3.676104997317353e-002	1.247687e+001	-6.608306e+000
3.676233136751173e-002	1.247559e+001	-6.607365e+000
3.676351890374430e-002	1.247440e+001	-6.606491e+000
3.676466683178381e-002	1.247325e+001	-6.605648e+000
3.676575065829135e-002	1.247217e+001	-6.604852e+000
3.676682459511216e-002	1.247110e+001	-6.604063e+000
3.676787668006853e-002	1.247004e+001	-6.603291e+000
3.677132883469814e-002	1.246659e+001	-6.600758e+000
3.677271524751002e-002	1.246520e+001	-6.599740e+000
3.677435709000287e-002	1.246356e+001	-6.598535e+000
3.677636536799755e-002	1.246155e+001	-6.597061e+000
3.677893520215247e-002	1.245898e+001	-6.595174e+000
3.678232641555401e-002	1.245559e+001	-6.592681e+000
3.678682828223001e-002	1.245109e+001	-6.589365e+000
3.679291388702011e-002	1.244501e+001	-6.584865e+000
3.680033214308043e-002	1.243759e+001	-6.579347e+000
3.681020827032844e-002	1.242771e+001	-6.571933e+000
3.681954992632663e-002	1.241837e+001	-6.564837e+000
3.682844385598605e-002	1.240948e+001	-6.557995e+000
3.683777744857120e-002	1.240014e+001	-6.550719e+000
3.684475250463282e-002	1.239317e+001	-6.545212e+000
3.685043545477706e-002	1.238748e+001	-6.540679e+000
3.685453747865652e-002	1.238338e+001	-6.537380e+000
3.685751125527303e-002	1.238041e+001	-6.534974e+000
3.685968052650290e-002	1.237824e+001	-6.533211e+000
3.686126438292969e-002	1.237665e+001	-6.531920e+000
3.686251844346988e-002	1.237540e+001	-6.530895e+000
3.686468506149887e-002	1.237323e+001	-6.529119e+000
3.686579463227924e-002	1.237212e+001	-6.528207e+000
3.686743069481424e-002	1.237049e+001	-6.526859e+000
3.686906568386117e-002	1.236885e+001	-6.525508e+000
3.687045755247687e-002	1.236746e+001	-6.524354e+000
3.687152924205372e-002	1.236639e+001	-6.523465e+000
3.687226103758867e-002	1.236566e+001	-6.522857e+000
3.687272063726321e-002	1.236520e+001	-6.522473e+000
3.687298200998679e-002	1.236494e+001	-6.522257e+000
3.687312370361184e-002	1.236479e+001	-6.522138e+000
3.687320682266559e-002	1.236471e+001	-6.522067e+000
3.687330213213114e-002	1.236462e+001	-6.521989e+000
3.687336900924820e-002	1.236455e+001	-6.521935e+000
3.687342832170171e-002	1.236449e+001	-6.521884e+000
3.687349184442568e-002	1.236443e+001	-6.521830e+000
3.687354477772220e-002	1.236437e+001	-6.521787e+000
3.687360635301773e-002	1.236431e+001	-6.521736e+000
3.687366316585439e-002	1.236426e+001	-6.521688e+000
3.687372820809443e-002	1.236419e+001	-6.521633e+000
3.687379526694512e-002	1.236412e+001	-6.521578e+000
3.687386737386722e-002	1.236405e+001	-6.521518e+000
3.687394003284961e-002	1.236398e+001	-6.521457e+000
3.687402069196466e-002	1.236390e+001	-6.521390e+000
3.687409845539824e-002	1.236382e+001	-6.521325e+000
3.687418839684709e-002	1.236373e+001	-6.521250e+000
3.687428962167960e-002	1.236363e+001	-6.521166e+000
3.687439524998781e-002	1.236352e+001	-6.521078e+000
3.687452623708099e-002	1.236339e+001	-6.520968e+000
3.687466607343859e-002	1.236325e+001	-6.520851e+000
3.687481382259805e-002	1.236310e+001	-6.520728e+000
3.687498990750582e-002	1.236293e+001	-6.520581e+000
3.687533948175337e-002	1.236258e+001	-6.520288e+000
3.687810773850436e-002	1.235981e+001	-6.517966e+000
3.688087599525534e-002	1.235704e+001	-6.515633e+000
3.688364425200633e-002	1.235428e+001	-6.513288e+000
3.688641250875731e-002	1.235151e+001	-6.510931e+000
3.688918076550830e-002	1.234874e+001	-6.508563e+000
3.689194902225929e-002	1.234597e+001	-6.506183e+000
3.689471727901028e-002	1.234320e+001	-6.503792e+000
3.690646720633062e-002	1.233145e+001	-6.493514e+000
3.691710596375852e-002	1.232081e+001	-6.484038e+000
3.692786401711434e-002	1.231005e+001	-6.474272e+000
3.694095610277270e-002	1.229696e+001	-6.462159e+000
3.694978025920870e-002	1.228814e+001	-6.453845e+000
3.696147366675751e-002	1.227645e+001	-6.442642e+000
3.696907294956187e-002	1.226885e+001	-6.435253e+000
3.697604507696228e-002	1.226187e+001	-6.428393e+000
3.698058411238969e-002	1.225733e+001	-6.423887e+000
3.698363485324863e-002	1.225428e+001	-6.420841e+000
3.698655583516763e-002	1.225136e+001	-6.417910e+000
3.698738697976978e-002	1.225053e+001	-6.417073e+000
3.698750590188693e-002	1.225041e+001	-6.416953e+000
3.698756038494844e-002	1.225036e+001	-6.416898e+000
3.698762687775892e-002	1.225029e+001	-6.416831e+000
3.698765859582520e-002	1.225026e+001	-6.416799e+000
3.698769996780227e-002	1.225022e+001	-6.416758e+000
3.698772313410859e-002	1.225020e+001	-6.416734e+000
3.698775509468433e-002	1.225016e+001	-6.416702e+000
3.698781572057897e-002	1.225010e+001	-6.416641e+000
3.698785385588799e-002	1.225006e+001	-6.416602e+000
3.698791670320378e-002	1.225000e+001	-6.416539e+000
3.698795257106635e-002	1.224997e+001	-6.416503e+000
3.698802049303140e-002	1.224990e+001	-6.416434e+000
3.698806537192190e-002	1.224985e+001	-6.416390e+000
3.698810775853278e-002	1.224981e+001	-6.416347e+000
3.698814421111729e-002	1.224977e+001	-6.416310e+000
3.698822920479694e-002	1.224969e+001	-6.416224e+000
3.698828229820050e-002	1.224964e+001	-6.416170e+000
3.698833017166836e-002	1.224959e+001	-6.416123e+000
3.698837508891406e-002	1.224954e+001	-6.416077e+000
3.698842680176284e-002	1.224949e+001	-6.416024e+000
3.698847108374415e-002	1.224945e+001	-6.415980e+000
3.698857821353097e-002	1.224934e+001	-6.415872e+000
3.698870214502104e-002	1.224922e+001	-6.415747e+000
3.698883436607015e-002	1.224908e+001	-6.415614e+000
3.698897480750196e-002	1.224894e+001	-6.415472e+000
3.698905384606310e-002	1.224887e+001	-6.415392e+000
3.698922241355351e-002	1.224870e+001	-6.415221e+000
3.699226062537216e-002	1.224566e+001	-6.412145e+000
3.699529883719082e-002	1.224262e+001	-6.409055e+000
3.699833704900947e-002	1.223958e+001	-6.405951e+000
3.700137526082813e-002	1.223654e+001	-6.402832e+000
3.700441347264678e-002	1.223351e+001	-6.399699e+000
3.700745168446543e-002	1.223047e+001	-6.396551e+000
3.701048989628408e-002	1.222743e+001	-6.393389e+000
3.701455555388771e-002	1.222336e+001	-6.389137e+000
3.701862121149134e-002	1.221930e+001	-6.384859e+000
3.702268686909497e-002	1.221523e+001	-6.380556e+000
3.702675252669859e-002	1.221117e+001	-6.376227e+000
3.703081818430222e-002	1.220710e+001	-6.371873e+000
3.703488384190585e-002	1.220303e+001	-6.367494e+000
3.703894949950948e-002	1.219897e+001	-6.363089e+000
3.704221796660433e-002	1.219570e+001	-6.359529e+000
3.704548643369917e-002	1.219243e+001	-6.355951e+000
3.704875490079402e-002	1.218916e+001	-6.352356e+000
3.705202336788887e-002	1.218590e+001	-6.348745e+000
3.705529183498372e-002	1.218263e+001	-6.345116e+000
3.705856030207856e-002	1.217936e+001	-6.341471e+000
3.706182876917341e-002	1.217609e+001	-6.337809e+000
3.707454133671528e-002	1.216338e+001	-6.323420e+000
3.709163521581227e-002	1.214628e+001	-6.303688e+000
3.710994659269784e-002	1.212797e+001	-6.282063e+000
3.713324813553964e-002	1.210467e+001	-6.253815e+000
3.715993246595406e-002	1.207799e+001	-6.220467e+000
3.719453657290994e-002	1.204338e+001	-6.175643e+000
3.723716351823958e-002	1.200076e+001	-6.117977e+000
3.729824079213251e-002	1.193968e+001	-6.030700e+000
3.738473395470332e-002	1.185318e+001	-5.897531e+000
3.754705343555143e-002	1.169087e+001	-5.618386e+000
3.785465544576117e-002	1.138326e+001	-5.006286e+000
3.825465544576112e-002	1.098326e+001	-4.092354e+000
3.865465544576108e-002	1.058326e+001	-3.096304e+000
3.905465544576103e-002	1.018326e+001	-2.080973e+000
3.945465544576099e-002	9.783263e+000	-1.115846e+000
3.985465544576095e-002	9.383264e+000	-2.674659e-001
4.025465544576090e-002	8.983263e+000	4.048359e-001
4.065465544576086e-002	8.583263e+000	8.527658e-001
4.105465544576081e-002	8.183263e+000	1.042197e+000
4.145465544576077e-002	7.783263e+000	9.593346e-001
4.156198700688851e-002	7.675932e+000	8.898307e-001
4.161481982206150e-002	7.623099e+000	8.477476e-001
4.163763003218401e-002	7.600289e+000	8.280609e-001
4.165129475809237e-002	7.586624e+000	8.158295e-001
4.166015118192168e-002	7.577768e+000	8.077280e-001
4.167198950433759e-002	7.565929e+000	7.966894e-001
4.167906611144912e-002	7.558853e+000	7.899762e-001
4.168756946331242e-002	7.550350e+000	7.817940e-001
4.169435454531667e-002	7.543564e+000	7.751741e-001
4.170180655551370e-002	7.536113e+000	7.678073e-001
4.170873850287560e-002	7.529181e+000	7.608609e-001
4.171602324336743e-002	7.521896e+000	7.534557e-001
4.172365822958002e-002	7.514262e+000	7.455671e-001
4.173080264800355e-002	7.507118e+000	7.380444e-001
4.173832168185976e-002	7.499601e+000	7.299411e-001
4.174557431132853e-002	7.492351e+000	7.218799e-001
4.175299135021848e-002	7.484939e+000	7.132730e-001
4.176033399007795e-002	7.477604e+000	7.042013e-001
4.176776037488339e-002	7.470192e+000	6.941404e-001
4.177521179281518e-002	7.462765e+000	6.825998e-001
4.178276978642193e-002	7.455248e+000	6.684850e-001
4.179046573208556e-002	7.447624e+000	6.500827e-001
4.179841540746576e-002	7.439797e+000	6.242970e-001
4.180677128345622e-002	7.431656e+000	5.857880e-001
4.181582216346447e-002	7.422986e+000	5.247349e-001
4.182604662118139e-002	7.413462e+000	4.224076e-001
4.183838149211283e-002	7.402497e+000	2.392176e-001
4.185457351549271e-002	7.389113e+000	-1.041107e-001
4.187297242339172e-002	7.375619e+000	-6.359782e-001
4.190066050433472e-002	7.358671e+000	-1.650707e+000
4.193009608404119e-002	7.345090e+000	-2.916712e+000
4.196776513334954e-002	7.334693e+000	-4.705247e+000
4.201548788805198e-002	7.332576e+000	-7.077131e+000
4.208772965863816e-002	7.349566e+000	-1.071593e+001
4.216991946350923e-002	7.398465e+000	-1.474369e+001
4.231220595621954e-002	7.544745e+000	-2.126815e+001
4.249887197469437e-002	7.832078e+000	-2.867176e+001
4.287220401164416e-002	8.582385e+000	-4.047818e+001
4.319281467768932e-002	9.322291e+000	-4.750109e+001
4.352940207681066e-002	1.013121e+001	-5.115523e+001
4.392940207681062e-002	1.103840e+001	-5.171102e+001
4.432940207681058e-002	1.182581e+001	-4.895265e+001
