time	V(ausgang)*I(I1)	V(n004)*I(V2)
4.472940207681053e-002	1.244436e+001	-4.354161e+001
4.512940207681049e-002	1.286634e+001	-3.627284e+001
4.551068540638104e-002	1.306477e+001	-2.831210e+001
4.591068540638099e-002	1.305356e+001	-1.969590e+001
4.631068540638095e-002	1.286731e+001	-1.162043e+001
4.640925175047739e-002	1.279147e+001	-9.954449e+000
4.646966006574371e-002	1.273499e+001	-9.175401e+000
4.652418231696842e-002	1.268182e+001	-8.675768e+000
4.657818446818562e-002	1.262830e+001	-8.349040e+000
4.660426098835480e-002	1.260230e+001	-8.248647e+000
4.662563119767293e-002	1.258094e+001	-8.193495e+000
4.664403958537067e-002	1.256254e+001	-8.156951e+000
4.666626717247346e-002	1.254032e+001	-8.120964e+000
4.668119163263285e-002	1.252539e+001	-8.100329e+000
4.669934116384567e-002	1.250724e+001	-8.078009e+000
4.670976484998668e-002	1.249682e+001	-8.066070e+000
4.672185636712778e-002	1.248473e+001	-8.052896e+000
4.672964976776417e-002	1.247693e+001	-8.044617e+000
4.673589644828491e-002	1.247069e+001	-8.038108e+000
4.674016433936890e-002	1.246642e+001	-8.033692e+000
4.674316691021552e-002	1.246342e+001	-8.030616e+000
4.674530457465564e-002	1.246128e+001	-8.028422e+000
4.674684002549379e-002	1.245974e+001	-8.026857e+000
4.674805859582698e-002	1.245852e+001	-8.025617e+000
4.674909729143728e-002	1.245749e+001	-8.024556e+000
4.675016746713323e-002	1.245642e+001	-8.023471e+000
4.675121323857501e-002	1.245537e+001	-8.022406e+000
4.675251506280165e-002	1.245407e+001	-8.021085e+000
4.675394797938048e-002	1.245264e+001	-8.019631e+000
4.675561099672088e-002	1.245097e+001	-8.017944e+000
4.675758031343891e-002	1.244900e+001	-8.015950e+000
4.675964363576779e-002	1.244694e+001	-8.013861e+000
4.676180574977462e-002	1.244478e+001	-8.011675e+000
4.676838025656005e-002	1.243820e+001	-8.005028e+000
4.677240887550149e-002	1.243417e+001	-8.000954e+000
4.677420714295100e-002	1.243238e+001	-7.999135e+000
4.677570473658788e-002	1.243088e+001	-7.997619e+000
4.677696735062764e-002	1.242962e+001	-7.996341e+000
4.677880797146239e-002	1.242777e+001	-7.994476e+000
4.677946536767275e-002	1.242712e+001	-7.993812e+000
4.678000665973137e-002	1.242658e+001	-7.993262e+000
4.678046545081238e-002	1.242612e+001	-7.992797e+000
4.678093480317780e-002	1.242565e+001	-7.992321e+000
4.678136462075244e-002	1.242522e+001	-7.991885e+000
4.678184768307758e-002	1.242474e+001	-7.991395e+000
4.678245829604399e-002	1.242412e+001	-7.990776e+000
4.678351477524156e-002	1.242307e+001	-7.989703e+000
4.678500894631243e-002	1.242157e+001	-7.988186e+000
4.678651591593708e-002	1.242007e+001	-7.986654e+000
4.678849956302067e-002	1.241808e+001	-7.984636e+000
4.679291709126099e-002	1.241366e+001	-7.980131e+000
4.679817858379909e-002	1.240840e+001	-7.974745e+000
4.680404237344427e-002	1.240254e+001	-7.968716e+000
4.680710472598126e-002	1.239948e+001	-7.965554e+000
4.681017921007113e-002	1.239640e+001	-7.962369e+000
4.681324215393723e-002	1.239334e+001	-7.959187e+000
4.681911819103668e-002	1.238746e+001	-7.953051e+000
4.682441954486838e-002	1.238216e+001	-7.947481e+000
4.683033741191800e-002	1.237624e+001	-7.941220e+000
4.683274963414319e-002	1.237383e+001	-7.938656e+000
4.683363097215976e-002	1.237295e+001	-7.937717e+000
4.683436806639096e-002	1.237221e+001	-7.936931e+000
4.683498838328615e-002	1.237159e+001	-7.936268e+000
4.683554663287559e-002	1.237104e+001	-7.935673e+000
4.683664887876848e-002	1.236993e+001	-7.934494e+000
4.683726153227552e-002	1.236932e+001	-7.933837e+000
4.683801171118940e-002	1.236857e+001	-7.933034e+000
4.683925845057113e-002	1.236732e+001	-7.931696e+000
4.684508029391710e-002	1.236150e+001	-7.925420e+000
4.684973822789196e-002	1.235684e+001	-7.920364e+000
4.685453689805830e-002	1.235205e+001	-7.915122e+000
4.685899361111823e-002	1.234759e+001	-7.910224e+000
4.685992787044565e-002	1.234665e+001	-7.909194e+000
4.686086212977308e-002	1.234572e+001	-7.908162e+000
4.686179638910050e-002	1.234479e+001	-7.907128e+000
4.686273064842793e-002	1.234385e+001	-7.906093e+000
4.686366490775535e-002	1.234292e+001	-7.905057e+000
4.686459916708278e-002	1.234198e+001	-7.904020e+000
4.686553342641020e-002	1.234105e+001	-7.902981e+000
4.686607996555348e-002	1.234050e+001	-7.902372e+000
4.686648617935574e-002	1.234010e+001	-7.901920e+000
4.686679024887230e-002	1.233979e+001	-7.901581e+000
4.686703936082426e-002	1.233954e+001	-7.901304e+000
4.686729764554964e-002	1.233928e+001	-7.901016e+000
4.686754212023636e-002	1.233904e+001	-7.900743e+000
4.686792669035667e-002	1.233866e+001	-7.900313e+000
4.686823393083561e-002	1.233835e+001	-7.899970e+000
4.686850360251793e-002	1.233808e+001	-7.899670e+000
4.686872434039180e-002	1.233786e+001	-7.899422e+000
4.686895026993221e-002	1.233763e+001	-7.899170e+000
4.686915481993903e-002	1.233743e+001	-7.898942e+000
4.686940472472434e-002	1.233718e+001	-7.898661e+000
4.686973515373694e-002	1.233685e+001	-7.898293e+000
4.687005427126101e-002	1.233653e+001	-7.897935e+000
4.687034894880504e-002	1.233623e+001	-7.897605e+000
4.687064397121599e-002	1.233594e+001	-7.897274e+000
4.687121847405551e-002	1.233536e+001	-7.896630e+000
4.687156926074121e-002	1.233501e+001	-7.896238e+000
4.687214047132537e-002	1.233444e+001	-7.895595e+000
4.687532039787547e-002	1.233126e+001	-7.892017e+000
4.687850032442557e-002	1.232808e+001	-7.888423e+000
4.688168025097566e-002	1.232490e+001	-7.884811e+000
4.688486017752575e-002	1.232172e+001	-7.881183e+000
4.688804010407584e-002	1.231854e+001	-7.877538e+000
4.689122003062594e-002	1.231536e+001	-7.873876e+000
4.689439995717604e-002	1.231218e+001	-7.870198e+000
4.690390301271685e-002	1.230268e+001	-7.859100e+000
4.691707713298476e-002	1.228951e+001	-7.843475e+000
4.693210550014104e-002	1.227448e+001	-7.825313e+000
4.694518706175954e-002	1.226139e+001	-7.809197e+000
4.695988117530725e-002	1.224670e+001	-7.790758e+000
4.697134426640437e-002	1.223524e+001	-7.776120e+000
4.698448497256591e-002	1.222210e+001	-7.759076e+000
4.699210009484323e-002	1.221448e+001	-7.749068e+000
4.700010227485074e-002	1.220648e+001	-7.738444e+000
4.700738966911344e-002	1.219919e+001	-7.728678e+000
4.700873015244322e-002	1.219785e+001	-7.726871e+000
4.700947552973356e-002	1.219711e+001	-7.725865e+000
4.700953285373843e-002	1.219705e+001	-7.725787e+000
4.700955826141662e-002	1.219702e+001	-7.725753e+000
4.700957730435806e-002	1.219700e+001	-7.725728e+000
4.700960035729485e-002	1.219698e+001	-7.725697e+000
4.700962864314329e-002	1.219695e+001	-7.725659e+000
4.700964706856026e-002	1.219693e+001	-7.725634e+000
4.700966374424598e-002	1.219692e+001	-7.725611e+000
4.700968844559916e-002	1.219689e+001	-7.725577e+000
4.700972402387516e-002	1.219686e+001	-7.725530e+000
4.700974456101859e-002	1.219684e+001	-7.725502e+000
4.700976695420989e-002	1.219681e+001	-7.725472e+000
4.700978897931163e-002	1.219679e+001	-7.725442e+000
4.700980545294542e-002	1.219678e+001	-7.725420e+000
4.700982249520802e-002	1.219676e+001	-7.725396e+000
4.700984308731326e-002	1.219674e+001	-7.725368e+000
4.700986496570170e-002	1.219672e+001	-7.725339e+000
4.700990209754974e-002	1.219668e+001	-7.725289e+000
4.700992658002279e-002	1.219666e+001	-7.725256e+000
4.700994891113697e-002	1.219663e+001	-7.725225e+000
4.701000511152376e-002	1.219658e+001	-7.725150e+000
4.701002584787273e-002	1.219656e+001	-7.725121e+000
4.701004970430811e-002	1.219653e+001	-7.725089e+000
4.701010266722971e-002	1.219648e+001	-7.725018e+000
4.701013140490529e-002	1.219645e+001	-7.724979e+000
4.701015788029983e-002	1.219642e+001	-7.724944e+000
4.701020249939536e-002	1.219638e+001	-7.724884e+000
4.701023130922366e-002	1.219635e+001	-7.724844e+000
4.701025983974305e-002	1.219632e+001	-7.724805e+000
4.701028338099145e-002	1.219630e+001	-7.724774e+000
4.701030949950569e-002	1.219627e+001	-7.724738e+000
4.701034003772797e-002	1.219624e+001	-7.724697e+000
4.701038228873367e-002	1.219620e+001	-7.724640e+000
4.701041302722120e-002	1.219617e+001	-7.724599e+000
4.701044771684171e-002	1.219613e+001	-7.724551e+000
4.701048600793778e-002	1.219610e+001	-7.724500e+000
4.701051853699656e-002	1.219606e+001	-7.724455e+000
4.701055553718359e-002	1.219603e+001	-7.724406e+000
4.701059190517798e-002	1.219599e+001	-7.724356e+000
4.701062583714966e-002	1.219596e+001	-7.724310e+000
4.701069539108005e-002	1.219589e+001	-7.724217e+000
4.701073295199987e-002	1.219585e+001	-7.724166e+000
4.701080716185957e-002	1.219578e+001	-7.724065e+000
4.701085634849045e-002	1.219573e+001	-7.723999e+000
4.701090143740194e-002	1.219568e+001	-7.723938e+000
4.701094421694818e-002	1.219564e+001	-7.723880e+000
4.701103363452519e-002	1.219555e+001	-7.723759e+000
4.701114239881565e-002	1.219544e+001	-7.723612e+000
4.701126839892666e-002	1.219531e+001	-7.723442e+000
4.701140153132266e-002	1.219518e+001	-7.723262e+000
4.701153803560332e-002	1.219504e+001	-7.723076e+000
4.701168301426040e-002	1.219490e+001	-7.722880e+000
4.701519399983244e-002	1.219139e+001	-7.718115e+000
4.701870498540447e-002	1.218788e+001	-7.713330e+000
4.702221597097651e-002	1.218437e+001	-7.708524e+000
4.702572695654855e-002	1.218085e+001	-7.703698e+000
4.702923794212058e-002	1.217734e+001	-7.698852e+000
4.703274892769262e-002	1.217383e+001	-7.693985e+000
4.703625991326466e-002	1.217032e+001	-7.689097e+000
4.703997389338895e-002	1.216661e+001	-7.683904e+000
4.704368787351326e-002	1.216289e+001	-7.678688e+000
4.704740185363755e-002	1.215918e+001	-7.673447e+000
4.705111583376186e-002	1.215547e+001	-7.668183e+000
4.705482981388615e-002	1.215175e+001	-7.662895e+000
4.705854379401046e-002	1.214804e+001	-7.657584e+000
4.706225777413475e-002	1.214432e+001	-7.652248e+000
4.707687666422544e-002	1.212970e+001	-7.631037e+000
4.709250468618731e-002	1.211408e+001	-7.607977e+000
4.711274799552234e-002	1.209383e+001	-7.577514e+000
4.713502136222558e-002	1.207156e+001	-7.543223e+000
4.716378423065626e-002	1.204280e+001	-7.497751e+000
4.719743709627300e-002	1.200914e+001	-7.442849e+000
4.724373408876126e-002	1.196285e+001	-7.364361e+000
4.730338594601202e-002	1.190320e+001	-7.258131e+000
4.740157153577074e-002	1.180501e+001	-7.071091e+000
4.755567912953163e-002	1.165090e+001	-6.747410e+000
4.786389431705329e-002	1.134269e+001	-6.010088e+000
4.826389431705325e-002	1.094269e+001	-4.922991e+000
4.866389431705320e-002	1.054269e+001	-3.742150e+000
4.906389431705316e-002	1.014269e+001	-2.533456e+000
4.946389431705311e-002	9.742687e+000	-1.369451e+000
4.986389431705307e-002	9.342688e+000	-3.197366e-001
5.026389431705303e-002	8.942687e+000	5.533354e-001
5.066389431705298e-002	8.542687e+000	1.198528e+000
5.106389431705294e-002	8.142688e+000	1.578881e+000
5.146389431705289e-002	7.742688e+000	1.677891e+000
5.157122574983020e-002	7.635356e+000	1.655313e+000
5.162404709916824e-002	7.582535e+000	1.636013e+000
5.164661568286355e-002	7.559966e+000	1.626205e+000
5.165818389797050e-002	7.548398e+000	1.620813e+000
5.166612379300273e-002	7.540458e+000	1.616969e+000
5.167576281653386e-002	7.530819e+000	1.612148e+000
5.168284543109569e-002	7.523736e+000	1.608497e+000
5.169048557242140e-002	7.516097e+000	1.604451e+000
5.169745435547191e-002	7.509128e+000	1.600660e+000
5.170475206618119e-002	7.501831e+000	1.596579e+000
5.171237781555826e-002	7.494205e+000	1.592181e+000
5.171950752715404e-002	7.487077e+000	1.587922e+000
5.172701701812632e-002	7.479569e+000	1.583240e+000
5.173425319681724e-002	7.472336e+000	1.578473e+000
5.174166057217822e-002	7.464933e+000	1.573214e+000
5.174898949296092e-002	7.457613e+000	1.567435e+000
5.175640749572397e-002	7.450210e+000	1.560660e+000
5.176384972380366e-002	7.442793e+000	1.552354e+000
5.177140522063461e-002	7.435281e+000	1.541408e+000
5.177910285833820e-002	7.427658e+000	1.526053e+000
5.178706789614884e-002	7.419822e+000	1.503097e+000
5.179545570195498e-002	7.411660e+000	1.467030e+000
5.180457342938727e-002	7.402945e+000	1.407634e+000
5.181492056842296e-002	7.393339e+000	1.305326e+000
5.182750070373610e-002	7.382221e+000	1.118059e+000
5.184420870795536e-002	7.368785e+000	7.443134e-001
5.187401439386752e-002	7.348116e+000	-1.784922e-001
5.190158145236379e-002	7.332677e+000	-1.244962e+000
5.192777379198876e-002	7.322158e+000	-2.409345e+000
5.196370187831267e-002	7.314218e+000	-4.125206e+000
5.201425251326675e-002	7.314225e+000	-6.626499e+000
5.208111946481464e-002	7.334989e+000	-9.930121e+000
5.220098254864913e-002	7.420802e+000	-1.564010e+001
5.236619002902732e-002	7.611813e+000	-2.303068e+001
5.252521333153537e-002	7.865181e+000	-2.935997e+001
5.271473404617266e-002	8.241832e+000	-3.554413e+001
5.302474839804683e-002	8.945766e+000	-4.315857e+001
5.337037319880023e-002	9.775750e+000	-4.841602e+001
5.377037319880018e-002	1.071566e+001	-5.046132e+001
5.417037319880014e-002	1.155949e+001	-4.889148e+001
5.457037319880009e-002	1.226083e+001	-4.443239e+001
5.488898799822994e-002	1.268086e+001	-3.927063e+001
5.525872475730009e-002	1.298843e+001	-3.204649e+001
5.565872475730005e-002	1.311543e+001	-2.351996e+001
5.605872475730001e-002	1.304039e+001	-1.504580e+001
5.634328875253325e-002	1.287499e+001	-9.578630e+000
5.642778789973346e-002	1.280464e+001	-8.245377e+000
5.648216461588063e-002	1.275306e+001	-7.604502e+000
5.653592356434500e-002	1.270032e+001	-7.178715e+000
5.660341797154467e-002	1.263329e+001	-6.845875e+000
5.661702782772726e-002	1.261971e+001	-6.805046e+000
5.663528535641926e-002	1.260146e+001	-6.770494e+000
5.665615962129222e-002	1.258059e+001	-6.738388e+000
5.666903864681927e-002	1.256771e+001	-6.722106e+000
5.668460938517228e-002	1.255214e+001	-6.705231e+000
5.669400576930805e-002	1.254274e+001	-6.695981e+000
5.670181762053572e-002	1.253493e+001	-6.688845e+000
5.670697913179967e-002	1.252977e+001	-6.684298e+000
5.671063416594202e-002	1.252612e+001	-6.681192e+000
5.671325705836872e-002	1.252349e+001	-6.678980e+000
5.671521365407595e-002	1.252154e+001	-6.677363e+000
5.671682847939319e-002	1.251992e+001	-6.676041e+000
5.671829886466218e-002	1.251845e+001	-6.674831e+000
5.672125905826297e-002	1.251549e+001	-6.672440e+000
5.672268531748037e-002	1.251406e+001	-6.671298e+000
5.672410606189937e-002	1.251264e+001	-6.670162e+000
5.672553134631697e-002	1.251122e+001	-6.669031e+000
5.672697911783775e-002	1.250977e+001	-6.667886e+000
5.672849471243513e-002	1.250825e+001	-6.666693e+000
5.673008445202388e-002	1.250666e+001	-6.665450e+000
5.673182215920647e-002	1.250493e+001	-6.664095e+000
5.673353781389845e-002	1.250321e+001	-6.662765e+000
5.673534485606968e-002	1.250140e+001	-6.661370e+000
5.673713832215177e-002	1.249961e+001	-6.659992e+000
5.673896431814485e-002	1.249778e+001	-6.658593e+000
5.674078848632491e-002	1.249596e+001	-6.657201e+000
5.674263307103866e-002	1.249411e+001	-6.655800e+000
5.674443750164238e-002	1.249231e+001	-6.654434e+000
5.674623971993087e-002	1.249051e+001	-6.653073e+000
5.674799924752660e-002	1.248875e+001	-6.651748e+000
5.674975272034544e-002	1.248700e+001	-6.650431e+000
5.675145928619851e-002	1.248529e+001	-6.649152e+000
5.675316346900838e-002	1.248358e+001	-6.647877e+000
5.675482421991052e-002	1.248192e+001	-6.646636e+000
5.675649039794262e-002	1.248026e+001	-6.645394e+000
5.676141956085135e-002	1.247533e+001	-6.641728e+000
5.676655776248751e-002	1.247019e+001	-6.637915e+000
5.677230203574646e-002	1.246445e+001	-6.633659e+000
5.677678233609573e-002	1.245996e+001	-6.630339e+000
5.678202583468106e-002	1.245472e+001	-6.626448e+000
5.678499925808866e-002	1.245175e+001	-6.624238e+000
5.678822111019921e-002	1.244853e+001	-6.621838e+000
5.679170266385836e-002	1.244504e+001	-6.619240e+000
5.679543894237260e-002	1.244131e+001	-6.616442e+000
5.679938159527909e-002	1.243737e+001	-6.613480e+000
5.680352416400136e-002	1.243322e+001	-6.610356e+000
5.680774955494861e-002	1.242900e+001	-6.607154e+000
5.681205560803893e-002	1.242469e+001	-6.603875e+000
5.681629007844968e-002	1.242046e+001	-6.600634e+000
5.682045110955991e-002	1.241630e+001	-6.597430e+000
5.682441859075416e-002	1.241233e+001	-6.594358e+000
5.682817684117580e-002	1.240857e+001	-6.591432e+000
5.683168879031475e-002	1.240506e+001	-6.588684e+000
5.683491881888392e-002	1.240183e+001	-6.586142e+000
5.684062690231273e-002	1.239612e+001	-6.581619e+000
5.684546222118680e-002	1.239128e+001	-6.577757e+000
5.684973319517694e-002	1.238701e+001	-6.574319e+000
5.685390943742108e-002	1.238284e+001	-6.570934e+000
5.685621444619027e-002	1.238053e+001	-6.569055e+000
5.685891593778969e-002	1.237783e+001	-6.566844e+000
5.686250137101157e-002	1.237424e+001	-6.563892e+000
5.686863646635487e-002	1.236811e+001	-6.558796e+000
5.688006526299638e-002	1.235668e+001	-6.549163e+000
5.689049611012154e-002	1.234625e+001	-6.540211e+000
5.690208770273597e-002	1.233466e+001	-6.530067e+000
5.691598639002693e-002	1.232076e+001	-6.517646e+000
5.692614873973612e-002	1.231060e+001	-6.508376e+000
5.694016955076908e-002	1.229658e+001	-6.495329e+000
5.694852615688462e-002	1.228822e+001	-6.487414e+000
5.695747157966469e-002	1.227927e+001	-6.478818e+000
5.696259330792663e-002	1.227415e+001	-6.473844e+000
5.696544876643672e-002	1.227130e+001	-6.471052e+000
5.696675030640452e-002	1.227000e+001	-6.469774e+000
5.696724193812064e-002	1.226950e+001	-6.469292e+000
5.696736642867040e-002	1.226938e+001	-6.469167e+000
5.696740104792519e-002	1.226935e+001	-6.469132e+000
5.696743347193523e-002	1.226931e+001	-6.469102e+000
5.696744817758104e-002	1.226930e+001	-6.469088e+000
5.696746847247236e-002	1.226928e+001	-6.469070e+000
5.696748973534538e-002	1.226926e+001	-6.469050e+000
5.696751549817392e-002	1.226923e+001	-6.469025e+000
5.696752816014672e-002	1.226922e+001	-6.469011e+000
5.696754229445400e-002	1.226920e+001	-6.468996e+000
5.696755663269237e-002	1.226919e+001	-6.468980e+000
5.696757550172737e-002	1.226917e+001	-6.468961e+000
5.696759119451889e-002	1.226916e+001	-6.468945e+000
5.696760710932791e-002	1.226914e+001	-6.468930e+000
5.696762414078782e-002	1.226912e+001	-6.468914e+000
5.696764255397746e-002	1.226910e+001	-6.468897e+000
5.696766554679156e-002	1.226908e+001	-6.468876e+000
5.696767948293180e-002	1.226907e+001	-6.468863e+000
5.696769330815177e-002	1.226905e+001	-6.468849e+000
5.696770808832863e-002	1.226904e+001	-6.468834e+000
5.696772557777396e-002	1.226902e+001	-6.468815e+000
5.696774208034405e-002	1.226900e+001	-6.468798e+000
5.696776497215794e-002	1.226898e+001	-6.468775e+000
5.696779868838309e-002	1.226895e+001	-6.468742e+000
5.696781869445766e-002	1.226893e+001	-6.468724e+000
5.696783972932351e-002	1.226891e+001	-6.468703e+000
5.696786984001767e-002	1.226888e+001	-6.468674e+000
5.696788800716135e-002	1.226886e+001	-6.468656e+000
5.696790434668342e-002	1.226884e+001	-6.468640e+000
5.696792489685021e-002	1.226882e+001	-6.468619e+000
5.696794571968977e-002	1.226880e+001	-6.468598e+000
5.696796434227391e-002	1.226878e+001	-6.468579e+000
5.696798265430914e-002	1.226876e+001	-6.468562e+000
5.696800676616254e-002	1.226874e+001	-6.468538e+000
5.696802852870175e-002	1.226872e+001	-6.468517e+000
5.696806085858608e-002	1.226869e+001	-6.468486e+000
5.696807970668238e-002	1.226867e+001	-6.468468e+000
5.696809850410789e-002	1.226865e+001	-6.468449e+000
5.696812239029059e-002	1.226862e+001	-6.468425e+000
5.696814910803594e-002	1.226860e+001	-6.468398e+000
5.696816876113964e-002	1.226858e+001	-6.468378e+000
5.696819039696088e-002	1.226856e+001	-6.468357e+000
5.696821701842414e-002	1.226853e+001	-6.468331e+000
5.696824713669801e-002	1.226850e+001	-6.468302e+000
5.696826796197652e-002	1.226848e+001	-6.468281e+000
5.696828949070953e-002	1.226846e+001	-6.468261e+000
5.696831758297438e-002	1.226843e+001	-6.468232e+000
5.696834815281360e-002	1.226840e+001	-6.468202e+000
5.696837104713937e-002	1.226838e+001	-6.468179e+000
5.696839742742321e-002	1.226835e+001	-6.468153e+000
5.696842797642732e-002	1.226832e+001	-6.468124e+000
5.696846308743930e-002	1.226828e+001	-6.468089e+000
5.696849104726287e-002	1.226826e+001	-6.468062e+000
5.696852561511345e-002	1.226822e+001	-6.468027e+000
5.696856105893777e-002	1.226819e+001	-6.467992e+000
5.696859007099631e-002	1.226816e+001	-6.467964e+000
5.696862926746049e-002	1.226812e+001	-6.467926e+000
5.696866859347105e-002	1.226808e+001	-6.467887e+000
5.696870013986199e-002	1.226805e+001	-6.467855e+000
5.696874109193728e-002	1.226801e+001	-6.467815e+000
5.696878802569494e-002	1.226796e+001	-6.467769e+000
5.696883465799196e-002	1.226791e+001	-6.467722e+000
5.696887682359686e-002	1.226787e+001	-6.467681e+000
5.696891190677611e-002	1.226783e+001	-6.467646e+000
5.696901580338409e-002	1.226773e+001	-6.467544e+000
5.696906755118747e-002	1.226768e+001	-6.467493e+000
5.696912194539849e-002	1.226762e+001	-6.467439e+000
5.696917203487362e-002	1.226757e+001	-6.467390e+000
5.696922719924924e-002	1.226752e+001	-6.467336e+000
5.696927715144229e-002	1.226747e+001	-6.467287e+000
5.696933630521572e-002	1.226741e+001	-6.467228e+000
5.696938826115505e-002	1.226736e+001	-6.467176e+000
5.696945134847731e-002	1.226729e+001	-6.467115e+000
5.696950825052505e-002	1.226724e+001	-6.467058e+000
5.696957681082615e-002	1.226717e+001	-6.466990e+000
5.696964071753730e-002	1.226711e+001	-6.466927e+000
5.696971440988885e-002	1.226703e+001	-6.466854e+000
5.696987582507940e-002	1.226687e+001	-6.466696e+000
5.697008765047451e-002	1.226666e+001	-6.466486e+000
5.697312776761779e-002	1.226362e+001	-6.463475e+000
5.697616788476107e-002	1.226058e+001	-6.460450e+000
5.697920800190436e-002	1.225754e+001	-6.457411e+000
5.698224811904763e-002	1.225450e+001	-6.454357e+000
5.698528823619092e-002	1.225146e+001	-6.451290e+000
5.698832835333419e-002	1.224842e+001	-6.448208e+000
5.699136847047748e-002	1.224538e+001	-6.445111e+000
5.699600069488342e-002	1.224075e+001	-6.440366e+000
5.699978623963891e-002	1.223696e+001	-6.436464e+000
5.700357178439440e-002	1.223317e+001	-6.432539e+000
5.700735732914989e-002	1.222939e+001	-6.428593e+000
5.701114287390537e-002	1.222560e+001	-6.424624e+000
5.701492841866086e-002	1.222182e+001	-6.420633e+000
5.701871396341635e-002	1.221803e+001	-6.416620e+000
5.702249950817184e-002	1.221425e+001	-6.412585e+000
5.702775182248032e-002	1.220899e+001	-6.406951e+000
5.703474697967714e-002	1.220200e+001	-6.399381e+000
5.703621594462804e-002	1.220053e+001	-6.397782e+000
5.703929860765578e-002	1.219745e+001	-6.394416e+000
5.704238127068351e-002	1.219437e+001	-6.391034e+000
5.704546393371124e-002	1.219128e+001	-6.387637e+000
5.704854659673897e-002	1.218820e+001	-6.384224e+000
5.705162925976670e-002	1.218512e+001	-6.380796e+000
5.705471192279443e-002	1.218203e+001	-6.377352e+000
5.705779458582216e-002	1.217895e+001	-6.373893e+000
5.706989132157136e-002	1.216685e+001	-6.360185e+000
5.708628277632855e-002	1.215046e+001	-6.341264e+000
5.710350306744050e-002	1.213324e+001	-6.320949e+000
5.712551922112719e-002	1.211123e+001	-6.294322e+000
5.715049884968537e-002	1.208625e+001	-6.263230e+000
5.718267955983669e-002	1.205407e+001	-6.221801e+000
5.722164381161621e-002	1.201510e+001	-6.169570e+000
5.727628304623922e-002	1.196046e+001	-6.092556e+000
5.735113904855049e-002	1.188561e+001	-5.979794e+000
5.748299561772075e-002	1.175375e+001	-5.761315e+000
5.771733249206612e-002	1.151941e+001	-5.317236e+000
5.811733249206608e-002	1.111941e+001	-4.439457e+000
5.851733249206603e-002	1.071941e+001	-3.461616e+000
5.891733249206599e-002	1.031941e+001	-2.440494e+000
5.931733249206594e-002	9.919414e+000	-1.445631e+000
5.971733249206590e-002	9.519414e+000	-5.451523e-001
6.011733249206586e-002	9.119413e+000	1.985981e-001
6.051733249206581e-002	8.719414e+000	7.330676e-001
6.091733249206577e-002	8.319414e+000	1.018888e+000
6.131733249206572e-002	7.919414e+000	1.036419e+000
6.142642067790438e-002	7.810326e+000	9.923660e-001
6.164459704958170e-002	7.592149e+000	8.408279e-001
6.168304716915507e-002	7.553699e+000	8.057948e-001
6.170118529918744e-002	7.535562e+000	7.882686e-001
6.170985312387967e-002	7.526894e+000	7.796738e-001
6.171744992772865e-002	7.519298e+000	7.720110e-001
6.172450865209189e-002	7.512239e+000	7.647697e-001
6.173189540172974e-002	7.504853e+000	7.570426e-001
6.173934495718547e-002	7.497406e+000	7.490551e-001
6.174657690446406e-002	7.490177e+000	7.410396e-001
6.175403115096567e-002	7.482728e+000	7.323843e-001
6.176134778366982e-002	7.475420e+000	7.232905e-001
6.176880302227594e-002	7.467981e+000	7.130512e-001
6.177625435987189e-002	7.460556e+000	7.012298e-001
6.178384304006290e-002	7.453013e+000	6.865338e-001
6.179157030527938e-002	7.445365e+000	6.671290e-001
6.179958626348003e-002	7.437486e+000	6.395209e-001
6.180804245626526e-002	7.429268e+000	5.978118e-001
6.181727246623536e-002	7.420465e+000	5.308837e-001
6.182779922937765e-002	7.410728e+000	4.175737e-001
6.184056098897472e-002	7.399524e+000	2.132776e-001
6.185842153839061e-002	7.385073e+000	-1.934815e-001
6.187821764062707e-002	7.371044e+000	-8.003373e-001
6.190677069855799e-002	7.354456e+000	-1.892382e+000
6.193672014386120e-002	7.341763e+000	-3.214830e+000
6.197674937933984e-002	7.332530e+000	-5.141432e+000
6.202787739331572e-002	7.332782e+000	-7.698081e+000
6.209880756581210e-002	7.353334e+000	-1.126746e+001
6.218439857482883e-002	7.410907e+000	-1.540505e+001
6.235558059286217e-002	7.602465e+000	-2.310952e+001
6.254562706614697e-002	7.905914e+000	-3.060471e+001
6.283341624040439e-002	8.491482e+000	-3.964243e+001
6.314991879796361e-002	9.222787e+000	-4.657684e+001
6.354991879796357e-002	1.017989e+001	-5.109246e+001
6.394991879796352e-002	1.108283e+001	-5.161289e+001
6.434991879796348e-002	1.186261e+001	-4.869666e+001
6.474991879796344e-002	1.247160e+001	-4.316982e+001
6.514991879796339e-002	1.288102e+001	-3.582202e+001
6.554408073524709e-002	1.307140e+001	-2.755046e+001
6.594408073524705e-002	1.304931e+001	-1.893533e+001
6.629956978714702e-002	1.287779e+001	-1.177389e+001
6.639966347830528e-002	1.280035e+001	-1.006433e+001
6.646226946933587e-002	1.274227e+001	-9.226569e+000
6.651444496617032e-002	1.269160e+001	-8.715080e+000
6.656602364586217e-002	1.264058e+001	-8.374313e+000
6.659961330032915e-002	1.260711e+001	-8.231110e+000
6.661968915468763e-002	1.258706e+001	-8.174320e+000
6.664063637882900e-002	1.256612e+001	-8.130211e+000
6.665951527655534e-002	1.254724e+001	-8.098253e+000
6.668084395315810e-002	1.252592e+001	-8.068023e+000
