i1	Ic(Q1)
7.342660000000050e-004	1.202126e-001
7.352650000000050e-004	1.203240e-001
7.362640000000050e-004	1.204354e-001
7.372630000000050e-004	1.205467e-001
7.382620000000050e-004	1.206580e-001
7.392610000000051e-004	1.207692e-001
7.402600000000051e-004	1.208803e-001
7.412590000000051e-004	1.209913e-001
7.422580000000051e-004	1.211023e-001
7.432570000000051e-004	1.212132e-001
7.442560000000051e-004	1.213241e-001
7.452550000000051e-004	1.214349e-001
7.462540000000051e-004	1.215456e-001
7.472530000000051e-004	1.216563e-001
7.482520000000051e-004	1.217669e-001
7.492510000000051e-004	1.218774e-001
7.502500000000051e-004	1.219878e-001
7.512490000000052e-004	1.220983e-001
7.522480000000052e-004	1.222086e-001
7.532470000000052e-004	1.223189e-001
7.542460000000052e-004	1.224291e-001
7.552450000000052e-004	1.225392e-001
7.562440000000052e-004	1.226493e-001
7.572430000000052e-004	1.227593e-001
7.582420000000052e-004	1.228693e-001
7.592410000000052e-004	1.229792e-001
7.602400000000052e-004	1.230890e-001
7.612390000000052e-004	1.231987e-001
7.622380000000053e-004	1.233084e-001
7.632370000000053e-004	1.234181e-001
7.642360000000053e-004	1.235277e-001
7.652350000000053e-004	1.236372e-001
7.662340000000053e-004	1.237466e-001
7.672330000000053e-004	1.238560e-001
7.682320000000053e-004	1.239653e-001
7.692310000000053e-004	1.240746e-001
7.702300000000053e-004	1.241838e-001
7.712290000000053e-004	1.242929e-001
7.722280000000053e-004	1.244020e-001
7.732270000000053e-004	1.245110e-001
7.742260000000054e-004	1.246200e-001
7.752250000000054e-004	1.247289e-001
7.762240000000054e-004	1.248377e-001
7.772230000000054e-004	1.249464e-001
7.782220000000054e-004	1.250551e-001
7.792210000000054e-004	1.251638e-001
7.802200000000054e-004	1.252724e-001
7.812190000000054e-004	1.253809e-001
7.822180000000054e-004	1.254893e-001
7.832170000000054e-004	1.255977e-001
7.842160000000054e-004	1.257061e-001
7.852150000000054e-004	1.258143e-001
7.862140000000055e-004	1.259226e-001
7.872130000000055e-004	1.260307e-001
7.882120000000055e-004	1.261388e-001
7.892110000000055e-004	1.262469e-001
7.902100000000055e-004	1.263548e-001
7.912090000000055e-004	1.264627e-001
7.922080000000055e-004	1.265706e-001
7.932070000000055e-004	1.266784e-001
7.942060000000055e-004	1.267861e-001
7.952050000000055e-004	1.268938e-001
7.962040000000055e-004	1.270014e-001
7.972030000000056e-004	1.271089e-001
7.982020000000056e-004	1.272164e-001
7.992010000000056e-004	1.273239e-001
8.002000000000056e-004	1.274313e-001
8.011990000000056e-004	1.275386e-001
8.021980000000056e-004	1.276458e-001
8.031970000000056e-004	1.277530e-001
8.041960000000056e-004	1.278602e-001
8.051950000000056e-004	1.279672e-001
8.061940000000056e-004	1.280743e-001
8.071930000000056e-004	1.281812e-001
8.081920000000056e-004	1.282881e-001
8.091910000000057e-004	1.283950e-001
8.101900000000057e-004	1.285018e-001
8.111890000000057e-004	1.286085e-001
8.121880000000057e-004	1.287152e-001
8.131870000000057e-004	1.288218e-001
8.141860000000057e-004	1.289283e-001
8.151850000000057e-004	1.290348e-001
8.161840000000057e-004	1.291413e-001
8.171830000000057e-004	1.292477e-001
8.181820000000057e-004	1.293540e-001
8.191810000000057e-004	1.294602e-001
8.201800000000057e-004	1.295664e-001
8.211790000000058e-004	1.296726e-001
8.221780000000058e-004	1.297787e-001
8.231770000000058e-004	1.298847e-001
8.241760000000058e-004	1.299907e-001
8.251750000000058e-004	1.300966e-001
8.261740000000058e-004	1.302025e-001
8.271730000000058e-004	1.303083e-001
8.281720000000058e-004	1.304141e-001
8.291710000000058e-004	1.305197e-001
8.301700000000058e-004	1.306254e-001
8.311690000000058e-004	1.307310e-001
8.321680000000059e-004	1.308365e-001
8.331670000000059e-004	1.309420e-001
8.341660000000059e-004	1.310474e-001
8.351650000000059e-004	1.311527e-001
8.361640000000059e-004	1.312580e-001
8.371630000000059e-004	1.313633e-001
8.381620000000059e-004	1.314685e-001
8.391610000000059e-004	1.315736e-001
8.401600000000059e-004	1.316787e-001
8.411590000000059e-004	1.317837e-001
8.421580000000059e-004	1.318887e-001
8.431570000000059e-004	1.319936e-001
8.441560000000060e-004	1.320985e-001
8.451550000000060e-004	1.322033e-001
8.461540000000060e-004	1.323080e-001
8.471530000000060e-004	1.324127e-001
8.481520000000060e-004	1.325173e-001
8.491510000000060e-004	1.326219e-001
8.501500000000060e-004	1.327264e-001
8.511490000000060e-004	1.328309e-001
8.521480000000060e-004	1.329353e-001
8.531470000000060e-004	1.330397e-001
8.541460000000060e-004	1.331440e-001
8.551450000000060e-004	1.332483e-001
8.561440000000061e-004	1.333525e-001
8.571430000000061e-004	1.334566e-001
8.581420000000061e-004	1.335607e-001
8.591410000000061e-004	1.336647e-001
8.601400000000061e-004	1.337687e-001
8.611390000000061e-004	1.338727e-001
8.621380000000061e-004	1.339765e-001
8.631370000000061e-004	1.340804e-001
8.641360000000061e-004	1.341841e-001
8.651350000000061e-004	1.342878e-001
8.661340000000061e-004	1.343915e-001
8.671330000000062e-004	1.344951e-001
8.681320000000062e-004	1.345987e-001
8.691310000000062e-004	1.347022e-001
8.701300000000062e-004	1.348056e-001
8.711290000000062e-004	1.349090e-001
8.721280000000062e-004	1.350124e-001
8.731270000000062e-004	1.351157e-001
8.741260000000062e-004	1.352189e-001
8.751250000000062e-004	1.353221e-001
8.761240000000062e-004	1.354252e-001
8.771230000000062e-004	1.355283e-001
8.781220000000062e-004	1.356313e-001
8.791210000000063e-004	1.357343e-001
8.801200000000063e-004	1.358372e-001
8.811190000000063e-004	1.359401e-001
8.821180000000063e-004	1.360429e-001
8.831170000000063e-004	1.361457e-001
8.841160000000063e-004	1.362484e-001
8.851150000000063e-004	1.363510e-001
8.861140000000063e-004	1.364537e-001
8.871130000000063e-004	1.365562e-001
8.881120000000063e-004	1.366587e-001
8.891110000000063e-004	1.367612e-001
8.901100000000063e-004	1.368636e-001
8.911090000000064e-004	1.369659e-001
8.921080000000064e-004	1.370682e-001
8.931070000000064e-004	1.371705e-001
8.941060000000064e-004	1.372727e-001
8.951050000000064e-004	1.373748e-001
8.961040000000064e-004	1.374769e-001
8.971030000000064e-004	1.375790e-001
8.981020000000064e-004	1.376810e-001
8.991010000000064e-004	1.377829e-001
9.001000000000064e-004	1.378848e-001
9.010990000000064e-004	1.379866e-001
9.020980000000065e-004	1.380884e-001
9.030970000000065e-004	1.381902e-001
9.040960000000065e-004	1.382919e-001
9.050950000000065e-004	1.383935e-001
9.060940000000065e-004	1.384951e-001
9.070930000000065e-004	1.385966e-001
9.080920000000065e-004	1.386981e-001
9.090910000000065e-004	1.387996e-001
9.100900000000065e-004	1.389010e-001
9.110890000000065e-004	1.390023e-001
9.120880000000065e-004	1.391036e-001
9.130870000000065e-004	1.392048e-001
9.140860000000066e-004	1.393060e-001
9.150850000000066e-004	1.394072e-001
9.160840000000066e-004	1.395082e-001
9.170830000000066e-004	1.396093e-001
9.180820000000066e-004	1.397103e-001
9.190810000000066e-004	1.398112e-001
9.200800000000066e-004	1.399121e-001
9.210790000000066e-004	1.400129e-001
9.220780000000066e-004	1.401138e-001
9.230770000000066e-004	1.402145e-001
9.240760000000066e-004	1.403152e-001
9.250750000000066e-004	1.404158e-001
9.260740000000067e-004	1.405164e-001
9.270730000000067e-004	1.406170e-001
9.280720000000067e-004	1.407175e-001
9.290710000000067e-004	1.408179e-001
9.300700000000067e-004	1.409183e-001
9.310690000000067e-004	1.410187e-001
9.320680000000067e-004	1.411190e-001
9.330670000000067e-004	1.412193e-001
9.340660000000067e-004	1.413195e-001
9.350650000000067e-004	1.414196e-001
9.360640000000067e-004	1.415198e-001
9.370630000000068e-004	1.416198e-001
9.380620000000068e-004	1.417198e-001
9.390610000000068e-004	1.418198e-001
9.400600000000068e-004	1.419197e-001
9.410590000000068e-004	1.420196e-001
9.420580000000068e-004	1.421194e-001
9.430570000000068e-004	1.422192e-001
9.440560000000068e-004	1.423189e-001
9.450550000000068e-004	1.424186e-001
9.460540000000068e-004	1.425183e-001
9.470530000000068e-004	1.426178e-001
9.480520000000068e-004	1.427174e-001
9.490510000000069e-004	1.428169e-001
9.500500000000069e-004	1.429163e-001
9.510490000000069e-004	1.430157e-001
9.520480000000069e-004	1.431151e-001
9.530470000000069e-004	1.432144e-001
9.540460000000069e-004	1.433136e-001
9.550450000000069e-004	1.434128e-001
9.560440000000069e-004	1.435120e-001
9.570430000000069e-004	1.436111e-001
9.580420000000069e-004	1.437102e-001
9.590410000000069e-004	1.438092e-001
9.600400000000069e-004	1.439082e-001
9.610390000000070e-004	1.440071e-001
9.620380000000070e-004	1.441060e-001
9.630370000000070e-004	1.442049e-001
9.640360000000070e-004	1.443036e-001
9.650350000000070e-004	1.444024e-001
9.660340000000070e-004	1.445011e-001
9.670330000000070e-004	1.445998e-001
9.680320000000070e-004	1.446984e-001
9.690310000000070e-004	1.447969e-001
9.700300000000070e-004	1.448954e-001
9.710290000000070e-004	1.449939e-001
9.720280000000071e-004	1.450923e-001
9.730270000000071e-004	1.451907e-001
9.740260000000071e-004	1.452890e-001
9.750250000000071e-004	1.453873e-001
9.760240000000071e-004	1.454856e-001
9.770230000000070e-004	1.455837e-001
9.780220000000070e-004	1.456819e-001
9.790210000000070e-004	1.457800e-001
9.800200000000070e-004	1.458781e-001
9.810190000000070e-004	1.459761e-001
9.820180000000070e-004	1.460741e-001
9.830170000000070e-004	1.461720e-001
9.840160000000070e-004	1.462699e-001
9.850150000000071e-004	1.463677e-001
9.860140000000071e-004	1.464655e-001
9.870130000000071e-004	1.465632e-001
9.880120000000071e-004	1.466609e-001
9.890110000000071e-004	1.467586e-001
9.900100000000071e-004	1.468562e-001
9.910090000000071e-004	1.469537e-001
9.920080000000071e-004	1.470513e-001
9.930070000000071e-004	1.471487e-001
9.940060000000071e-004	1.472462e-001
9.950050000000071e-004	1.473436e-001
9.960040000000071e-004	1.474409e-001
9.970030000000072e-004	1.475382e-001
9.980020000000072e-004	1.476355e-001
9.990010000000072e-004	1.477327e-001
1.000000000000000e-003	1.478298e-001
