i1	Ic(Q1)
4.095910000000022e-004	7.959206e-002
4.105900000000022e-004	7.973417e-002
4.115890000000022e-004	7.987614e-002
4.125880000000023e-004	8.001798e-002
4.135870000000023e-004	8.015968e-002
4.145860000000023e-004	8.030124e-002
4.155850000000023e-004	8.044267e-002
4.165840000000023e-004	8.058397e-002
4.175830000000023e-004	8.072513e-002
4.185820000000023e-004	8.086616e-002
4.195810000000023e-004	8.100705e-002
4.205800000000023e-004	8.114781e-002
4.215790000000023e-004	8.128844e-002
4.225780000000023e-004	8.142894e-002
4.235770000000023e-004	8.156931e-002
4.245760000000024e-004	8.170954e-002
4.255750000000024e-004	8.184964e-002
4.265740000000024e-004	8.198962e-002
4.275730000000024e-004	8.212946e-002
4.285720000000024e-004	8.226917e-002
4.295710000000024e-004	8.240876e-002
4.305700000000024e-004	8.254821e-002
4.315690000000024e-004	8.268753e-002
4.325680000000024e-004	8.282673e-002
4.335670000000024e-004	8.296581e-002
4.345660000000024e-004	8.310474e-002
4.355650000000025e-004	8.324356e-002
4.365640000000025e-004	8.338225e-002
4.375630000000025e-004	8.352081e-002
4.385620000000025e-004	8.365924e-002
4.395610000000025e-004	8.379755e-002
4.405600000000025e-004	8.393573e-002
4.415590000000025e-004	8.407379e-002
4.425580000000025e-004	8.421172e-002
4.435570000000025e-004	8.434953e-002
4.445560000000025e-004	8.448721e-002
4.455550000000025e-004	8.462477e-002
4.465540000000025e-004	8.476221e-002
4.475530000000026e-004	8.489952e-002
4.485520000000026e-004	8.503671e-002
4.495510000000026e-004	8.517378e-002
4.505500000000026e-004	8.531072e-002
4.515490000000026e-004	8.544754e-002
4.525480000000026e-004	8.558425e-002
4.535470000000026e-004	8.572083e-002
4.545460000000026e-004	8.585729e-002
4.555450000000026e-004	8.599363e-002
4.565440000000026e-004	8.612984e-002
4.575430000000026e-004	8.626594e-002
4.585420000000026e-004	8.640192e-002
4.595410000000027e-004	8.653777e-002
4.605400000000027e-004	8.667351e-002
4.615390000000027e-004	8.680914e-002
4.625380000000027e-004	8.694463e-002
4.635370000000027e-004	8.708002e-002
4.645360000000027e-004	8.721528e-002
4.655350000000027e-004	8.735043e-002
4.665340000000027e-004	8.748546e-002
4.675330000000027e-004	8.762038e-002
4.685320000000027e-004	8.775517e-002
4.695310000000027e-004	8.788985e-002
4.705300000000028e-004	8.802442e-002
4.715290000000028e-004	8.815887e-002
4.725280000000028e-004	8.829320e-002
4.735270000000028e-004	8.842742e-002
4.745260000000028e-004	8.856152e-002
4.755250000000028e-004	8.869551e-002
4.765240000000028e-004	8.882938e-002
4.775230000000028e-004	8.896314e-002
4.785220000000028e-004	8.909679e-002
4.795210000000028e-004	8.923032e-002
4.805200000000028e-004	8.936374e-002
4.815190000000028e-004	8.949704e-002
4.825180000000029e-004	8.963024e-002
4.835170000000029e-004	8.976332e-002
4.845160000000029e-004	8.989629e-002
4.855150000000029e-004	9.002915e-002
4.865140000000029e-004	9.016190e-002
4.875130000000029e-004	9.029453e-002
4.885120000000029e-004	9.042706e-002
4.895110000000029e-004	9.055947e-002
4.905100000000029e-004	9.069178e-002
4.915090000000029e-004	9.082396e-002
4.925080000000029e-004	9.095605e-002
4.935070000000029e-004	9.108803e-002
4.945060000000030e-004	9.121989e-002
4.955050000000030e-004	9.135164e-002
4.965040000000030e-004	9.148329e-002
4.975030000000030e-004	9.161483e-002
4.985020000000030e-004	9.174626e-002
4.995010000000030e-004	9.187758e-002
5.005000000000030e-004	9.200879e-002
5.014990000000030e-004	9.213990e-002
5.024980000000030e-004	9.227090e-002
5.034970000000030e-004	9.240180e-002
5.044960000000030e-004	9.253258e-002
5.054950000000031e-004	9.266326e-002
5.064940000000031e-004	9.279383e-002
5.074930000000031e-004	9.292430e-002
5.084920000000031e-004	9.305466e-002
5.094910000000031e-004	9.318492e-002
5.104900000000031e-004	9.331507e-002
5.114890000000031e-004	9.344511e-002
5.124880000000031e-004	9.357506e-002
5.134870000000031e-004	9.370489e-002
5.144860000000031e-004	9.383463e-002
5.154850000000031e-004	9.396426e-002
5.164840000000031e-004	9.409378e-002
5.174830000000032e-004	9.422321e-002
5.184820000000032e-004	9.435253e-002
5.194810000000032e-004	9.448174e-002
5.204800000000032e-004	9.461085e-002
5.214790000000032e-004	9.473987e-002
5.224780000000032e-004	9.486878e-002
5.234770000000032e-004	9.499758e-002
5.244760000000032e-004	9.512629e-002
5.254750000000032e-004	9.525489e-002
5.264740000000032e-004	9.538340e-002
5.274730000000032e-004	9.551179e-002
5.284720000000032e-004	9.564010e-002
5.294710000000033e-004	9.576830e-002
5.304700000000033e-004	9.589640e-002
5.314690000000033e-004	9.602440e-002
5.324680000000033e-004	9.615230e-002
5.334670000000033e-004	9.628011e-002
5.344660000000033e-004	9.640780e-002
5.354650000000033e-004	9.653541e-002
5.364640000000033e-004	9.666291e-002
5.374630000000033e-004	9.679031e-002
5.384620000000033e-004	9.691762e-002
5.394610000000033e-004	9.704483e-002
5.404600000000034e-004	9.717194e-002
5.414590000000034e-004	9.729895e-002
5.424580000000034e-004	9.742587e-002
5.434570000000034e-004	9.755269e-002
5.444560000000034e-004	9.767941e-002
5.454550000000034e-004	9.780603e-002
5.464540000000034e-004	9.793255e-002
5.474530000000034e-004	9.805898e-002
5.484520000000034e-004	9.818532e-002
5.494510000000034e-004	9.831156e-002
5.504500000000034e-004	9.843770e-002
5.514490000000034e-004	9.856375e-002
5.524480000000035e-004	9.868971e-002
5.534470000000035e-004	9.881556e-002
5.544460000000035e-004	9.894132e-002
5.554450000000035e-004	9.906699e-002
5.564440000000035e-004	9.919256e-002
5.574430000000035e-004	9.931803e-002
5.584420000000035e-004	9.944342e-002
5.594410000000035e-004	9.956871e-002
5.604400000000035e-004	9.969391e-002
5.614390000000035e-004	9.981901e-002
5.624380000000035e-004	9.994402e-002
5.634370000000035e-004	1.000689e-001
5.644360000000036e-004	1.001938e-001
5.654350000000036e-004	1.003185e-001
5.664340000000036e-004	1.004431e-001
5.674330000000036e-004	1.005677e-001
5.684320000000036e-004	1.006921e-001
5.694310000000036e-004	1.008165e-001
5.704300000000036e-004	1.009408e-001
5.714290000000036e-004	1.010650e-001
5.724280000000036e-004	1.011890e-001
5.734270000000036e-004	1.013130e-001
5.744260000000036e-004	1.014369e-001
5.754250000000037e-004	1.015608e-001
5.764240000000037e-004	1.016845e-001
5.774230000000037e-004	1.018081e-001
5.784220000000037e-004	1.019317e-001
5.794210000000037e-004	1.020551e-001
5.804200000000037e-004	1.021785e-001
5.814190000000037e-004	1.023018e-001
5.824180000000037e-004	1.024249e-001
5.834170000000037e-004	1.025480e-001
5.844160000000037e-004	1.026711e-001
5.854150000000037e-004	1.027940e-001
5.864140000000037e-004	1.029168e-001
5.874130000000038e-004	1.030396e-001
5.884120000000038e-004	1.031622e-001
5.894110000000038e-004	1.032848e-001
5.904100000000038e-004	1.034073e-001
5.914090000000038e-004	1.035296e-001
5.924080000000038e-004	1.036520e-001
5.934070000000038e-004	1.037742e-001
5.944060000000038e-004	1.038963e-001
5.954050000000038e-004	1.040183e-001
5.964040000000038e-004	1.041403e-001
5.974030000000038e-004	1.042622e-001
5.984020000000038e-004	1.043840e-001
5.994010000000039e-004	1.045057e-001
6.004000000000039e-004	1.046273e-001
6.013990000000039e-004	1.047488e-001
6.023980000000039e-004	1.048702e-001
6.033970000000039e-004	1.049916e-001
6.043960000000039e-004	1.051129e-001
6.053950000000039e-004	1.052341e-001
6.063940000000039e-004	1.053552e-001
6.073930000000039e-004	1.054762e-001
6.083920000000039e-004	1.055971e-001
6.093910000000039e-004	1.057179e-001
6.103900000000040e-004	1.058387e-001
6.113890000000040e-004	1.059594e-001
6.123880000000040e-004	1.060800e-001
6.133870000000040e-004	1.062005e-001
6.143860000000040e-004	1.063209e-001
6.153850000000040e-004	1.064413e-001
6.163840000000040e-004	1.065615e-001
6.173830000000040e-004	1.066817e-001
6.183820000000040e-004	1.068018e-001
6.193810000000040e-004	1.069218e-001
6.203800000000040e-004	1.070418e-001
6.213790000000040e-004	1.071616e-001
6.223780000000041e-004	1.072814e-001
6.233770000000041e-004	1.074011e-001
6.243760000000041e-004	1.075207e-001
6.253750000000041e-004	1.076402e-001
6.263740000000041e-004	1.077596e-001
6.273730000000041e-004	1.078790e-001
6.283720000000041e-004	1.079983e-001
6.293710000000041e-004	1.081175e-001
6.303700000000041e-004	1.082366e-001
6.313690000000041e-004	1.083556e-001
6.323680000000041e-004	1.084746e-001
6.333670000000041e-004	1.085934e-001
6.343660000000042e-004	1.087122e-001
6.353650000000042e-004	1.088310e-001
6.363640000000042e-004	1.089496e-001
6.373630000000042e-004	1.090681e-001
6.383620000000042e-004	1.091866e-001
6.393610000000042e-004	1.093050e-001
6.403600000000042e-004	1.094233e-001
6.413590000000042e-004	1.095416e-001
6.423580000000042e-004	1.096597e-001
6.433570000000042e-004	1.097778e-001
6.443560000000042e-004	1.098958e-001
6.453550000000043e-004	1.100137e-001
6.463540000000043e-004	1.101316e-001
6.473530000000043e-004	1.102494e-001
6.483520000000043e-004	1.103671e-001
6.493510000000043e-004	1.104847e-001
6.503500000000043e-004	1.106022e-001
6.513490000000043e-004	1.107197e-001
6.523480000000043e-004	1.108370e-001
6.533470000000043e-004	1.109543e-001
6.543460000000043e-004	1.110716e-001
6.553450000000043e-004	1.111887e-001
6.563440000000043e-004	1.113058e-001
6.573430000000044e-004	1.114228e-001
6.583420000000044e-004	1.115397e-001
6.593410000000044e-004	1.116565e-001
6.603400000000044e-004	1.117733e-001
6.613390000000044e-004	1.118900e-001
6.623380000000044e-004	1.120066e-001
6.633370000000044e-004	1.121232e-001
6.643360000000044e-004	1.122396e-001
6.653350000000044e-004	1.123560e-001
6.663340000000044e-004	1.124723e-001
6.673330000000044e-004	1.125886e-001
6.683320000000044e-004	1.127047e-001
6.693310000000045e-004	1.128208e-001
6.703300000000045e-004	1.129368e-001
6.713290000000045e-004	1.130528e-001
6.723280000000045e-004	1.131686e-001
6.733270000000045e-004	1.132844e-001
6.743260000000045e-004	1.134001e-001
6.753250000000045e-004	1.135158e-001
6.763240000000045e-004	1.136313e-001
6.773230000000045e-004	1.137468e-001
6.783220000000045e-004	1.138623e-001
6.793210000000045e-004	1.139776e-001
6.803200000000046e-004	1.140929e-001
6.813190000000046e-004	1.142081e-001
6.823180000000046e-004	1.143232e-001
6.833170000000046e-004	1.144383e-001
6.843160000000046e-004	1.145532e-001
6.853150000000046e-004	1.146682e-001
6.863140000000046e-004	1.147830e-001
6.873130000000046e-004	1.148978e-001
6.883120000000046e-004	1.150125e-001
6.893110000000046e-004	1.151271e-001
6.903100000000046e-004	1.152416e-001
6.913090000000046e-004	1.153561e-001
6.923080000000047e-004	1.154705e-001
6.933070000000047e-004	1.155848e-001
6.943060000000047e-004	1.156991e-001
6.953050000000047e-004	1.158133e-001
6.963040000000047e-004	1.159274e-001
6.973030000000047e-004	1.160415e-001
6.983020000000047e-004	1.161554e-001
6.993010000000047e-004	1.162694e-001
7.003000000000047e-004	1.163832e-001
7.012990000000047e-004	1.164970e-001
7.022980000000047e-004	1.166107e-001
7.032970000000047e-004	1.167243e-001
7.042960000000048e-004	1.168378e-001
7.052950000000048e-004	1.169513e-001
7.062940000000048e-004	1.170647e-001
7.072930000000048e-004	1.171781e-001
7.082920000000048e-004	1.172914e-001
7.092910000000048e-004	1.174046e-001
7.102900000000048e-004	1.175177e-001
7.112890000000048e-004	1.176308e-001
7.122880000000048e-004	1.177438e-001
7.132870000000048e-004	1.178567e-001
7.142860000000048e-004	1.179696e-001
7.152850000000048e-004	1.180824e-001
7.162840000000049e-004	1.181951e-001
7.172830000000049e-004	1.183078e-001
7.182820000000049e-004	1.184203e-001
7.192810000000049e-004	1.185329e-001
7.202800000000049e-004	1.186453e-001
7.212790000000049e-004	1.187577e-001
7.222780000000049e-004	1.188700e-001
7.232770000000049e-004	1.189823e-001
7.242760000000049e-004	1.190945e-001
7.252750000000049e-004	1.192066e-001
7.262740000000049e-004	1.193186e-001
7.272730000000050e-004	1.194306e-001
7.282720000000050e-004	1.195425e-001
7.292710000000050e-004	1.196544e-001
7.302700000000050e-004	1.197661e-001
7.312690000000050e-004	1.198778e-001
7.322680000000050e-004	1.199895e-001
7.332670000000050e-004	1.201011e-001
